Player,variable,deciles,type_variable
P. Wimmer,Progressive runs per 90,88,Buildup
P. Wimmer,Dribbles per 90,99,Chance creation
P. Wimmer,Back passes per 90,4,Positioning
P. Wimmer,Interceptions per 90,72,Defense
P. Wimmer,Shots blocked per 90,67,Defense
P. Wimmer,Fouls per 90,97,Defense
J. Scally,Passes to final third per 90,39,Buildup
J. Scally,Progressive passes per 90,88,Buildup
J. Scally,Lateral passes per 90,62,Positioning
J. Scally,Long passes per 90,88,Buildup
J. Scally,Shots per 90,11,Positioning
J. Scally,Touches in box per 90,9,Chance creation
J. Scally,Progressive runs per 90,33,Buildup
J. Scally,Dribbles per 90,46,Chance creation
J. Scally,Back passes per 90,78,Positioning
J. Scally,Interceptions per 90,98,Defense
J. Scally,Shots blocked per 90,49,Defense
J. Scally,Fouls per 90,68,Defense
A. Knauff,Passes to final third per 90,33,Buildup
A. Knauff,Progressive passes per 90,89,Buildup
A. Knauff,Lateral passes per 90,10,Positioning
A. Knauff,Long passes per 90,55,Buildup
A. Knauff,Shots per 90,29,Positioning
A. Knauff,Touches in box per 90,91,Chance creation
A. Knauff,Progressive runs per 90,100,Buildup
A. Knauff,Dribbles per 90,81,Chance creation
A. Knauff,Back passes per 90,16,Positioning
A. Knauff,Interceptions per 90,42,Defense
A. Knauff,Shots blocked per 90,85,Defense
A. Knauff,Fouls per 90,72,Defense
T. Hazard,Passes to final third per 90,32,Buildup
T. Hazard,Progressive passes per 90,74,Buildup
T. Hazard,Lateral passes per 90,83,Positioning
T. Hazard,Long passes per 90,50,Buildup
T. Hazard,Shots per 90,34,Positioning
T. Hazard,Touches in box per 90,79,Chance creation
T. Hazard,Progressive runs per 90,64,Buildup
T. Hazard,Dribbles per 90,49,Chance creation
T. Hazard,Back passes per 90,93,Positioning
T. Hazard,Interceptions per 90,65,Defense
T. Hazard,Shots blocked per 90,31,Defense
T. Hazard,Fouls per 90,86,Defense
Paulinho,Passes to final third per 90,6,Buildup
Paulinho,Progressive passes per 90,16,Buildup
Paulinho,Lateral passes per 90,25,Positioning
Paulinho,Long passes per 90,4,Buildup
Paulinho,Shots per 90,65,Positioning
Paulinho,Touches in box per 90,96,Chance creation
Paulinho,Progressive runs per 90,95,Buildup
Paulinho,Dribbles per 90,88,Chance creation
Paulinho,Back passes per 90,88,Positioning
Paulinho,Interceptions per 90,37,Defense
Paulinho,Shots blocked per 90,38,Defense
Paulinho,Fouls per 90,20,Defense
Aarón Martín,Passes to final third per 90,64,Buildup
Aarón Martín,Progressive passes per 90,99,Buildup
Aarón Martín,Lateral passes per 90,34,Positioning
Aarón Martín,Long passes per 90,97,Buildup
Aarón Martín,Shots per 90,6,Positioning
Aarón Martín,Touches in box per 90,3,Chance creation
Aarón Martín,Progressive runs per 90,8,Buildup
Aarón Martín,Dribbles per 90,7,Chance creation
Aarón Martín,Back passes per 90,38,Positioning
Aarón Martín,Interceptions per 90,42,Defense
Aarón Martín,Shots blocked per 90,73,Defense
Aarón Martín,Fouls per 90,56,Defense
C. Führich,Passes to final third per 90,25,Buildup
C. Führich,Progressive passes per 90,56,Buildup
C. Führich,Lateral passes per 90,12,Positioning
C. Führich,Long passes per 90,18,Buildup
C. Führich,Shots per 90,44,Positioning
C. Führich,Touches in box per 90,39,Chance creation
C. Führich,Progressive runs per 90,77,Buildup
C. Führich,Dribbles per 90,70,Chance creation
C. Führich,Back passes per 90,77,Positioning
C. Führich,Interceptions per 90,57,Defense
C. Führich,Shots blocked per 90,73,Defense
C. Führich,Fouls per 90,8,Defense
Jae-Sung Lee,Passes to final third per 90,57,Buildup
Jae-Sung Lee,Progressive passes per 90,72,Buildup
Jae-Sung Lee,Lateral passes per 90,32,Positioning
Jae-Sung Lee,Long passes per 90,49,Buildup
Jae-Sung Lee,Shots per 90,41,Positioning
Jae-Sung Lee,Touches in box per 90,49,Chance creation
Jae-Sung Lee,Progressive runs per 90,13,Buildup
Jae-Sung Lee,Dribbles per 90,17,Chance creation
Jae-Sung Lee,Back passes per 90,55,Positioning
Jae-Sung Lee,Interceptions per 90,89,Defense
Jae-Sung Lee,Shots blocked per 90,63,Defense
Jae-Sung Lee,Fouls per 90,59,Defense
J. Hauge,Passes to final third per 90,32,Buildup
J. Hauge,Progressive passes per 90,9,Buildup
J. Hauge,Lateral passes per 90,31,Positioning
J. Hauge,Long passes per 90,27,Buildup
J. Hauge,Shots per 90,44,Positioning
J. Hauge,Touches in box per 90,69,Chance creation
J. Hauge,Progressive runs per 90,52,Buildup
J. Hauge,Dribbles per 90,73,Chance creation
J. Hauge,Back passes per 90,70,Positioning
J. Hauge,Interceptions per 90,20,Defense
J. Hauge,Shots blocked per 90,44,Defense
J. Hauge,Fouls per 90,65,Defense
R. Hack,Passes to final third per 90,13,Buildup
R. Hack,Progressive passes per 90,54,Buildup
R. Hack,Lateral passes per 90,8,Positioning
R. Hack,Long passes per 90,53,Buildup
R. Hack,Shots per 90,80,Positioning
R. Hack,Touches in box per 90,60,Chance creation
R. Hack,Progressive runs per 90,36,Buildup
R. Hack,Dribbles per 90,67,Chance creation
R. Hack,Back passes per 90,51,Positioning
R. Hack,Interceptions per 90,19,Defense
R. Hack,Shots blocked per 90,31,Defense
R. Hack,Fouls per 90,47,Defense
S. Jovetić,Passes to final third per 90,50,Buildup
S. Jovetić,Progressive passes per 90,50,Buildup
S. Jovetić,Lateral passes per 90,14,Positioning
S. Jovetić,Long passes per 90,64,Buildup
S. Jovetić,Shots per 90,100,Positioning
S. Jovetić,Touches in box per 90,93,Chance creation
S. Jovetić,Progressive runs per 90,50,Buildup
S. Jovetić,Dribbles per 90,73,Chance creation
S. Jovetić,Back passes per 90,26,Positioning
S. Jovetić,Interceptions per 90,5,Defense
S. Jovetić,Shots blocked per 90,44,Defense
S. Jovetić,Fouls per 90,18,Defense
M. Philipp,Passes to final third per 90,5,Buildup
M. Philipp,Progressive passes per 90,3,Buildup
M. Philipp,Lateral passes per 90,8,Positioning
M. Philipp,Long passes per 90,2,Buildup
M. Philipp,Shots per 90,40,Positioning
M. Philipp,Touches in box per 90,29,Chance creation
M. Philipp,Progressive runs per 90,4,Buildup
M. Philipp,Dribbles per 90,41,Chance creation
M. Philipp,Back passes per 90,49,Positioning
M. Philipp,Interceptions per 90,59,Defense
M. Philipp,Shots blocked per 90,82,Defense
M. Philipp,Fouls per 90,35,Defense
R. Massimo,Passes to final third per 90,9,Buildup
R. Massimo,Progressive passes per 90,18,Buildup
R. Massimo,Lateral passes per 90,5,Positioning
R. Massimo,Long passes per 90,15,Buildup
R. Massimo,Shots per 90,65,Positioning
R. Massimo,Touches in box per 90,78,Chance creation
R. Massimo,Progressive runs per 90,82,Buildup
R. Massimo,Dribbles per 90,87,Chance creation
R. Massimo,Back passes per 90,35,Positioning
R. Massimo,Interceptions per 90,35,Defense
R. Massimo,Shots blocked per 90,54,Defense
R. Massimo,Fouls per 90,26,Defense
T. Tillmann,Passes to final third per 90,44,Buildup
T. Tillmann,Progressive passes per 90,47,Buildup
T. Tillmann,Lateral passes per 90,5,Positioning
T. Tillmann,Long passes per 90,40,Buildup
T. Tillmann,Shots per 90,17,Positioning
T. Tillmann,Touches in box per 90,9,Chance creation
T. Tillmann,Progressive runs per 90,17,Buildup
T. Tillmann,Dribbles per 90,29,Chance creation
T. Tillmann,Back passes per 90,41,Positioning
T. Tillmann,Interceptions per 90,74,Defense
T. Tillmann,Shots blocked per 90,79,Defense
T. Tillmann,Fouls per 90,87,Defense
J. Green,Passes to final third per 90,49,Buildup
J. Green,Progressive passes per 90,46,Buildup
J. Green,Lateral passes per 90,32,Positioning
J. Green,Long passes per 90,70,Buildup
J. Green,Shots per 90,46,Positioning
J. Green,Touches in box per 90,2,Chance creation
J. Green,Progressive runs per 90,41,Buildup
J. Green,Dribbles per 90,18,Chance creation
J. Green,Back passes per 90,48,Positioning
J. Green,Interceptions per 90,22,Defense
J. Green,Shots blocked per 90,44,Defense
J. Green,Fouls per 90,47,Defense
J. Dudziak,Passes to final third per 90,20,Buildup
J. Dudziak,Progressive passes per 90,3,Buildup
J. Dudziak,Lateral passes per 90,1,Positioning
J. Dudziak,Long passes per 90,4,Buildup
J. Dudziak,Shots per 90,28,Positioning
J. Dudziak,Touches in box per 90,43,Chance creation
J. Dudziak,Progressive runs per 90,25,Buildup
J. Dudziak,Dribbles per 90,48,Chance creation
J. Dudziak,Back passes per 90,10,Positioning
J. Dudziak,Interceptions per 90,30,Defense
J. Dudziak,Shots blocked per 90,2,Defense
J. Dudziak,Fouls per 90,30,Defense
A. Davies,Passes to final third per 90,89,Buildup
A. Davies,Progressive passes per 90,99,Buildup
A. Davies,Lateral passes per 90,99,Positioning
A. Davies,Long passes per 90,69,Buildup
A. Davies,Shots per 90,11,Positioning
A. Davies,Touches in box per 90,87,Chance creation
A. Davies,Progressive runs per 90,98,Buildup
A. Davies,Dribbles per 90,96,Chance creation
A. Davies,Back passes per 90,93,Positioning
A. Davies,Interceptions per 90,98,Defense
A. Davies,Shots blocked per 90,63,Defense
A. Davies,Fouls per 90,6,Defense
L. Sané,Passes to final third per 90,55,Buildup
L. Sané,Progressive passes per 90,61,Buildup
L. Sané,Lateral passes per 90,81,Positioning
L. Sané,Long passes per 90,13,Buildup
L. Sané,Shots per 90,99,Positioning
L. Sané,Touches in box per 90,95,Chance creation
L. Sané,Progressive runs per 90,90,Buildup
L. Sané,Dribbles per 90,95,Chance creation
L. Sané,Back passes per 90,94,Positioning
L. Sané,Interceptions per 90,8,Defense
L. Sané,Shots blocked per 90,27,Defense
L. Sané,Fouls per 90,21,Defense
D. Szoboszlai,Passes to final third per 90,76,Buildup
D. Szoboszlai,Progressive passes per 90,89,Buildup
D. Szoboszlai,Lateral passes per 90,94,Positioning
D. Szoboszlai,Long passes per 90,88,Buildup
D. Szoboszlai,Shots per 90,74,Positioning
D. Szoboszlai,Touches in box per 90,29,Chance creation
D. Szoboszlai,Progressive runs per 90,74,Buildup
D. Szoboszlai,Dribbles per 90,61,Chance creation
D. Szoboszlai,Back passes per 90,98,Positioning
D. Szoboszlai,Interceptions per 90,93,Defense
D. Szoboszlai,Shots blocked per 90,60,Defense
D. Szoboszlai,Fouls per 90,38,Defense
F. Neuhaus,Passes to final third per 90,88,Buildup
F. Neuhaus,Progressive passes per 90,57,Buildup
F. Neuhaus,Lateral passes per 90,55,Positioning
F. Neuhaus,Long passes per 90,64,Buildup
F. Neuhaus,Shots per 90,65,Positioning
F. Neuhaus,Touches in box per 90,55,Chance creation
F. Neuhaus,Progressive runs per 90,8,Buildup
F. Neuhaus,Dribbles per 90,14,Chance creation
F. Neuhaus,Back passes per 90,20,Positioning
F. Neuhaus,Interceptions per 90,54,Defense
F. Neuhaus,Shots blocked per 90,67,Defense
F. Neuhaus,Fouls per 90,11,Defense
M. Svanberg,Passes to final third per 90,31,Buildup
M. Svanberg,Progressive passes per 90,27,Buildup
M. Svanberg,Lateral passes per 90,7,Positioning
M. Svanberg,Long passes per 90,61,Buildup
M. Svanberg,Shots per 90,38,Positioning
M. Svanberg,Touches in box per 90,57,Chance creation
M. Svanberg,Progressive runs per 90,9,Buildup
M. Svanberg,Dribbles per 90,34,Chance creation
M. Svanberg,Back passes per 90,8,Positioning
M. Svanberg,Interceptions per 90,87,Defense
M. Svanberg,Shots blocked per 90,87,Defense
M. Svanberg,Fouls per 90,58,Defense
N. Ahamada,Passes to final third per 90,52,Buildup
N. Ahamada,Progressive passes per 90,26,Buildup
N. Ahamada,Lateral passes per 90,65,Positioning
N. Ahamada,Long passes per 90,25,Buildup
N. Ahamada,Shots per 90,14,Positioning
N. Ahamada,Touches in box per 90,12,Chance creation
N. Ahamada,Progressive runs per 90,88,Buildup
N. Ahamada,Dribbles per 90,55,Chance creation
N. Ahamada,Back passes per 90,40,Positioning
N. Ahamada,Interceptions per 90,46,Defense
N. Ahamada,Shots blocked per 90,97,Defense
N. Ahamada,Fouls per 90,40,Defense
D. Ljubičić,Passes to final third per 90,20,Buildup
D. Ljubičić,Progressive passes per 90,44,Buildup
D. Ljubičić,Lateral passes per 90,42,Positioning
D. Ljubičić,Long passes per 90,44,Buildup
D. Ljubičić,Shots per 90,56,Positioning
D. Ljubičić,Touches in box per 90,67,Chance creation
D. Ljubičić,Progressive runs per 90,27,Buildup
D. Ljubičić,Dribbles per 90,16,Chance creation
D. Ljubičić,Back passes per 90,18,Positioning
D. Ljubičić,Interceptions per 90,60,Defense
D. Ljubičić,Shots blocked per 90,2,Defense
D. Ljubičić,Fouls per 90,50,Defense
A. Pléa,Passes to final third per 90,83,Buildup
A. Pléa,Progressive passes per 90,80,Buildup
A. Pléa,Lateral passes per 90,45,Positioning
A. Pléa,Long passes per 90,88,Buildup
A. Pléa,Shots per 90,41,Positioning
A. Pléa,Touches in box per 90,57,Chance creation
A. Pléa,Progressive runs per 90,35,Buildup
A. Pléa,Dribbles per 90,11,Chance creation
A. Pléa,Back passes per 90,31,Positioning
A. Pléa,Interceptions per 90,46,Defense
A. Pléa,Shots blocked per 90,69,Defense
A. Pléa,Fouls per 90,59,Defense
M. Bakker,Passes to final third per 90,61,Buildup
M. Bakker,Progressive passes per 90,97,Buildup
M. Bakker,Lateral passes per 90,56,Positioning
M. Bakker,Long passes per 90,92,Buildup
M. Bakker,Shots per 90,16,Positioning
M. Bakker,Touches in box per 90,17,Chance creation
M. Bakker,Progressive runs per 90,26,Buildup
M. Bakker,Dribbles per 90,36,Chance creation
M. Bakker,Back passes per 90,75,Positioning
M. Bakker,Interceptions per 90,96,Defense
M. Bakker,Shots blocked per 90,32,Defense
M. Bakker,Fouls per 90,44,Defense
A. Kramarić,Passes to final third per 90,64,Buildup
A. Kramarić,Progressive passes per 90,19,Buildup
A. Kramarić,Lateral passes per 90,53,Positioning
A. Kramarić,Long passes per 90,71,Buildup
A. Kramarić,Shots per 90,82,Positioning
A. Kramarić,Touches in box per 90,91,Chance creation
A. Kramarić,Progressive runs per 90,22,Buildup
A. Kramarić,Dribbles per 90,31,Chance creation
A. Kramarić,Back passes per 90,77,Positioning
A. Kramarić,Interceptions per 90,39,Defense
A. Kramarić,Shots blocked per 90,22,Defense
A. Kramarić,Fouls per 90,3,Defense
F. Nmecha,Passes to final third per 90,81,Buildup
F. Nmecha,Progressive passes per 90,56,Buildup
F. Nmecha,Lateral passes per 90,48,Positioning
F. Nmecha,Long passes per 90,48,Buildup
F. Nmecha,Shots per 90,57,Positioning
F. Nmecha,Touches in box per 90,39,Chance creation
F. Nmecha,Progressive runs per 90,16,Buildup
F. Nmecha,Dribbles per 90,37,Chance creation
F. Nmecha,Back passes per 90,32,Positioning
F. Nmecha,Interceptions per 90,86,Defense
F. Nmecha,Shots blocked per 90,100,Defense
F. Nmecha,Fouls per 90,66,Defense
J. Dina Ebimbe,Passes to final third per 90,72,Buildup
J. Dina Ebimbe,Progressive passes per 90,91,Buildup
J. Dina Ebimbe,Lateral passes per 90,35,Positioning
J. Dina Ebimbe,Long passes per 90,58,Buildup
J. Dina Ebimbe,Shots per 90,73,Positioning
J. Dina Ebimbe,Touches in box per 90,77,Chance creation
J. Dina Ebimbe,Progressive runs per 90,88,Buildup
J. Dina Ebimbe,Dribbles per 90,82,Chance creation
J. Dina Ebimbe,Back passes per 90,21,Positioning
J. Dina Ebimbe,Interceptions per 90,91,Defense
J. Dina Ebimbe,Shots blocked per 90,93,Defense
J. Dina Ebimbe,Fouls per 90,63,Defense
J. Haberer,Passes to final third per 90,46,Buildup
J. Haberer,Progressive passes per 90,34,Buildup
J. Haberer,Lateral passes per 90,5,Positioning
J. Haberer,Long passes per 90,19,Buildup
J. Haberer,Shots per 90,36,Positioning
J. Haberer,Touches in box per 90,21,Chance creation
J. Haberer,Progressive runs per 90,2,Buildup
J. Haberer,Dribbles per 90,2,Chance creation
J. Haberer,Back passes per 90,47,Positioning
J. Haberer,Interceptions per 90,73,Defense
J. Haberer,Shots blocked per 90,49,Defense
J. Haberer,Fouls per 90,70,Defense
J. Vagnoman,Passes to final third per 90,5,Buildup
J. Vagnoman,Progressive passes per 90,38,Buildup
J. Vagnoman,Lateral passes per 90,18,Positioning
J. Vagnoman,Long passes per 90,37,Buildup
J. Vagnoman,Shots per 90,35,Positioning
J. Vagnoman,Touches in box per 90,70,Chance creation
J. Vagnoman,Progressive runs per 90,10,Buildup
J. Vagnoman,Dribbles per 90,31,Chance creation
J. Vagnoman,Back passes per 90,27,Positioning
J. Vagnoman,Interceptions per 90,81,Defense
J. Vagnoman,Shots blocked per 90,87,Defense
J. Vagnoman,Fouls per 90,44,Defense
R. Schmid,Passes to final third per 90,84,Buildup
R. Schmid,Progressive passes per 90,93,Buildup
R. Schmid,Lateral passes per 90,76,Positioning
R. Schmid,Long passes per 90,86,Buildup
R. Schmid,Shots per 90,10,Positioning
R. Schmid,Touches in box per 90,31,Chance creation
R. Schmid,Progressive runs per 90,26,Buildup
R. Schmid,Dribbles per 90,46,Chance creation
R. Schmid,Back passes per 90,68,Positioning
R. Schmid,Interceptions per 90,40,Defense
R. Schmid,Shots blocked per 90,32,Defense
R. Schmid,Fouls per 90,26,Defense
E. Millot,Passes to final third per 90,21,Buildup
E. Millot,Progressive passes per 90,19,Buildup
E. Millot,Lateral passes per 90,29,Positioning
E. Millot,Long passes per 90,11,Buildup
E. Millot,Shots per 90,46,Positioning
E. Millot,Touches in box per 90,68,Chance creation
E. Millot,Progressive runs per 90,24,Buildup
E. Millot,Dribbles per 90,74,Chance creation
E. Millot,Back passes per 90,97,Positioning
E. Millot,Interceptions per 90,90,Defense
E. Millot,Shots blocked per 90,96,Defense
E. Millot,Fouls per 90,84,Defense
C. Gakpo,Passes to final third per 90,34,Buildup
C. Gakpo,Progressive passes per 90,26,Buildup
C. Gakpo,Lateral passes per 90,23,Positioning
C. Gakpo,Long passes per 90,8,Buildup
C. Gakpo,Shots per 90,80,Positioning
C. Gakpo,Touches in box per 90,96,Chance creation
C. Gakpo,Progressive runs per 90,65,Buildup
C. Gakpo,Dribbles per 90,94,Chance creation
C. Gakpo,Back passes per 90,50,Positioning
C. Gakpo,Interceptions per 90,54,Defense
C. Gakpo,Shots blocked per 90,54,Defense
C. Gakpo,Fouls per 90,41,Defense
O. Kökçü,Passes to final third per 90,98,Buildup
O. Kökçü,Progressive passes per 90,99,Buildup
O. Kökçü,Lateral passes per 90,97,Positioning
O. Kökçü,Long passes per 90,87,Buildup
O. Kökçü,Shots per 90,95,Positioning
O. Kökçü,Touches in box per 90,22,Chance creation
O. Kökçü,Progressive runs per 90,45,Buildup
O. Kökçü,Dribbles per 90,42,Chance creation
O. Kökçü,Back passes per 90,93,Positioning
O. Kökçü,Interceptions per 90,13,Defense
O. Kökçü,Shots blocked per 90,54,Defense
O. Kökçü,Fouls per 90,27,Defense
D. Klaassen,Passes to final third per 90,92,Buildup
D. Klaassen,Progressive passes per 90,86,Buildup
D. Klaassen,Lateral passes per 90,96,Positioning
D. Klaassen,Long passes per 90,52,Buildup
D. Klaassen,Shots per 90,61,Positioning
D. Klaassen,Touches in box per 90,93,Chance creation
D. Klaassen,Progressive runs per 90,1,Buildup
D. Klaassen,Dribbles per 90,5,Chance creation
D. Klaassen,Back passes per 90,69,Positioning
D. Klaassen,Interceptions per 90,82,Defense
D. Klaassen,Shots blocked per 90,75,Defense
D. Klaassen,Fouls per 90,68,Defense
Mauro Júnior,Passes to final third per 90,48,Buildup
Mauro Júnior,Progressive passes per 90,34,Buildup
